Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-02-07 00:00:00-05:00,642.8270300169096,666.6683153814932,642.8270300169096,661.822021484375,1236100,0.0,0.0
2023-02-08 00:00:00-05:00,654.7524621419744,658.0873576570818,644.894183901738,646.28857421875,763900,0.0,0.0
2023-02-09 00:00:00-05:00,656.3614438929625,665.2934222978557,645.5378224649671,647.5952758789062,686500,0.0,0.0
2023-02-10 00:00:00-05:00,636.8301249441279,640.8085028357385,632.4909041425924,640.0089111328125,731800,0.0,0.0
2023-02-13 00:00:00-05:00,642.7197273567576,656.2639240428308,640.9547930816406,652.0904541015625,596000,0.0,0.0
2023-02-14 00:00:00-05:00,645.2355776232154,664.0257763328191,640.8476131026713,660.6129150390625,1013400,0.0,0.0
2023-02-15 00:00:00-05:00,645.3429266407727,660.6130193976646,644.5433347266242,659.959716796875,683500,0.0,0.0
2023-02-16 00:00:00-05:00,642.3003453420959,651.5638236594942,639.1312606545648,639.9406127929688,946300,0.0,0.0
2023-02-17 00:00:00-05:00,634.5483600610829,641.6178577336805,631.2720278372439,635.698974609375,1149600,0.0,0.0
2023-02-21 00:00:00-05:00,622.1256052330714,627.9079600958161,613.8567491011374,614.1005249023438,1022700,0.0,0.0
2023-02-22 00:00:00-05:00,616.8112773609488,619.5805966337799,604.9832707923401,608.669189453125,1017300,0.0,0.0
2023-02-23 00:00:00-05:00,626.1430086963103,626.8743360800976,611.0776526871782,622.20361328125,1093000,0.0,0.0
2023-02-24 00:00:00-05:00,604.008160408803,609.1176915898052,597.4651965937974,602.9843139648438,995700,0.0,0.0
2023-02-27 00:00:00-05:00,615.6898387378168,623.4516810481098,610.6680933471423,616.3432006835938,804500,0.0,0.0
2023-02-28 00:00:00-05:00,597.2018895496207,609.6831969931887,594.9494038293969,602.3504028320312,1381700,0.0,0.0
2023-03-01 00:00:00-05:00,605.6072745008588,607.6062239033724,596.7240997630029,599.6396484375,794300,0.0,0.0
2023-03-02 00:00:00-05:00,591.2246185217676,609.5273258429122,588.2115232473615,608.6301879882812,795800,0.0,0.0
2023-03-03 00:00:00-05:00,609.7808311513387,621.7941110733755,606.2900041524774,621.5113525390625,1024100,0.0,0.0
2023-03-06 00:00:00-05:00,611.7017679055122,617.3475942048633,604.4177157993033,605.5098266601562,1403000,0.0,0.0
2023-03-07 00:00:00-05:00,603.9301151424199,606.2606259662194,590.2299277200668,593.945068359375,1033000,0.0,0.0
2023-03-08 00:00:00-05:00,596.5681228787437,605.1002758361502,593.8671274988192,603.9789428710938,1081800,0.0,0.0
2023-03-09 00:00:00-05:00,601.7069380314681,608.3571489892205,589.5083874918646,589.6838989257812,983800,0.0,0.0
2023-03-10 00:00:00-05:00,598.8108564122415,601.9799418392241,584.5061090108076,586.2418212890625,1043500,0.0,0.0
2023-03-13 00:00:00-04:00,578.3531645494903,597.7089379020458,575.203600479971,589.722900390625,966900,0.0,0.0
2023-03-14 00:00:00-04:00,602.1164687213719,605.0027956346826,596.061115906396,604.8565063476562,844600,0.0,0.0
2023-03-15 00:00:00-04:00,585.7640513161491,593.9257210468921,581.7563908623716,591.58544921875,1047200,0.0,0.0
2023-03-16 00:00:00-04:00,585.7932593786041,615.309652891155,584.0770681890184,614.861083984375,1063200,0.0,0.0
2023-03-17 00:00:00-04:00,617.9327291186551,622.5059659426048,611.2044925919635,617.9132080078125,1109300,0.0,0.0
2023-03-20 00:00:00-04:00,630.2091826921578,632.1886707444376,623.1884277887549,630.2384643554688,935600,0.0,0.0
2023-03-21 00:00:00-04:00,635.4845104347544,639.5019307471113,619.3855475226551,626.1430053710938,848500,0.0,0.0
2023-03-22 00:00:00-04:00,626.9914062590844,644.9333303377384,623.6175274996396,624.4268798828125,955500,0.0,0.0
2023-03-23 00:00:00-04:00,641.3643054268678,657.1609875981419,638.6340286416578,647.6244506835938,1171500,0.0,0.0
2023-03-24 00:00:00-04:00,639.7262300708159,642.5442927217539,623.822298586727,631.4086303710938,842700,0.0,0.0
2023-03-27 00:00:00-04:00,639.0533730089924,641.1108264566049,627.0400945636927,628.0151977539062,800300,0.0,0.0
2023-03-28 00:00:00-04:00,628.0639218024423,628.5709944908299,616.6357413301201,623.7832641601562,793200,0.0,0.0
2023-03-29 00:00:00-04:00,633.397738084541,648.6093228850918,632.3250889477972,642.7099609375,1101800,0.0,0.0
2023-03-30 00:00:00-04:00,658.3895083143605,663.6843100669143,656.7415819868557,659.8326416015625,892500,0.0,0.0
2023-03-31 00:00:00-04:00,658.2824370543763,666.1709885127465,656.8587649749799,663.7625122070312,681600,0.0,0.0
2023-04-03 00:00:00-04:00,657.999609021279,658.916208384221,650.7741206985737,657.2097778320312,657200,0.0,0.0
2023-04-04 00:00:00-04:00,659.052613784185,664.6301743207142,649.4770952784581,652.0318603515625,877900,0.0,0.0
